# k	cb	gl	xy
604	0.0661727	0.0569258	0.0594111
605	0.0410148	0.0304753	0.02783
606	0.0447462	0.0370666	0.0366793
607	0.071376	0.0661514	0.0650326
608	0.0379524	0.0373153	0.0331957
609	0.0409514	0.0364527	0.0366862
610	0.0564722	0.0586561	0.0624633
611	0.0540545	0.0361082	0.0320312
612	0.0500501	0.0372888	0.0387932
613	0.0508189	0.0389166	0.035633
614	0.0307888	0.0317113	0.0311824
615	0.0395944	0.0331124	0.0329882
616	0.114856	0.116933	0.113452
617	0.0449707	0.052239	0.0457798
618	0.0430519	0.0328902	0.0326584
619	0.116322	0.105549	0.113459
620	0.0328414	0.0330374	0.0298757
621	0.0672702	0.0569645	0.0608387
622	0.046753	0.0499536	0.0398677
623	0.0311097	0.0293287	0.0251558
624	0.0419846	0.0342606	0.0342064
625	0.0509997	0.0423229	0.0539236
626	0.0337842	0.0314099	0.0282898
627	0.0381183	0.0335162	0.032935
628	0.0518362	0.0371163	0.0345417
629	0.0332893	0.0312621	0.0283574
630	0.044712	0.036247	0.0377816
631	0.0541399	0.0510924	0.0470233
632	0.0292102	0.0303614	0.0352987
633	0.0379614	0.0326289	0.0325803
634	0.123144	0.101913	0.113469
635	0.0453366	0.032583	0.0424855
636	0.0384143	0.0357813	0.0420441
637	0.112759	0.0888159	0.102358
638	0.0344948	0.0329327	0.0306769
639	0.0735011	0.0619118	0.0615281
640	0.0449602	0.0361179	0.0425993
641	0.0370137	0.030405	0.0326925
642	0.0387722	0.033748	0.0333906
643	0.201941	0.0346962	0.0320265
644	0.0323434	0.0311198	0.0256143
645	0.0362168	0.0331083	0.0314635
646	0.0443731	0.0322323	0.0307813
647	0.0306666	0.0307244	0.032629
648	0.0431432	0.0352494	0.0373792
649	0.055377	0.0367945	0.0364687
650	0.0279328	0.0319991	0.0384465
651	0.0372126	0.0334698	0.0308301
652	0.11485	0.10904	0.113491
653	0.032548	0.0364936	0.0363374
654	0.0400747	0.0324646	0.0295239
655	0.119261	0.100594	0.105704
656	0.0331883	0.0311406	0.0295867
657	0.0718919	0.0673157	0.0641817
658	0.0485931	0.0370942	0.0416936
659	0.0270242	0.0357923	0.0277744
660	0.0393148	0.0364507	0.0347461
661	0.801903	0.343895	0.0293743
662	0.03052	0.0309845	0.0324235
663	0.0353514	0.0354503	0.0305258
664	0.0488062	0.0332864	0.0304983
665	0.0283756	0.0308837	0.0272068
666	0.0429933	0.0338352	0.0338584
667	0.0545967	0.0431705	0.0394854
668	0.0499044	0.0344148	0.0298225
669	0.0335615	0.0326253	0.0339095
670	0.161355	0.109065	0.115196
671	0.0507337	0.0769707	0.0666646
672	0.0378859	0.0326117	0.0380238
673	0.114806	0.0977136	0.100574
674	0.0473597	0.0340508	0.0500257
675	0.0693278	0.0696603	0.0771289
676	0.166254	0.0334243	0.0395736
677	0.024832	0.0287705	0.0309846
678	0.0382668	0.0359007	0.036129
679	7.76744	0.0344843	0.036991
680	0.0423442	0.0345255	0.0294484
681	0.0335558	0.0316358	0.0317828
682	0.0372913	0.0336427	0.0377369
683	0.025839	0.0312745	0.0273274
684	0.0386486	0.0336131	0.0335499
685	0.057124	0.0424657	0.106154
686	0.0338174	0.0311358	0.0256237
687	0.0368996	0.0311156	0.0301582
688	0.158376	0.11809	0.114225
689	0.0469771	0.0348663	0.046713
690	0.0380203	0.0322696	0.0301686
691	0.141417	0.119056	0.11505
692	0.051708	0.0474637	0.0603732
693	0.0904601	0.0773782	0.0784602
694	0.0491926	0.0310572	0.0281819
695	0.0375248	0.0291692	0.0310585
696	0.0369976	0.0330015	0.0350153
697	1.30812	0.0377005	0.0360023
698	0.026748	0.0368503	0.0249103
699	0.0353359	0.0314235	0.030154
700	0.0314126	0.0383023	0.0386141
701	0.026633	0.0325965	0.0283583
702	0.0396907	0.0330208	0.0305141
703	0.0536886	0.0680652	0.122837
704	0.027317	0.0303503	0.027767
705	0.0354958	0.0320204	0.0310493
706	0.168298	0.119125	0.117863
707	0.032658	0.0358083	0.0330722
708	0.0347187	0.0328886	0.0292077
709	0.164826	0.119066	0.115055
710	0.0536095	0.0457103	0.0604016
711	0.108381	0.0794715	0.0787104
712	0.111349	0.0323764	0.0477798
713	0.0214541	0.0298005	0.024235
714	0.0385275	0.0324797	0.0330543
715	8.22125	0.0317735	0.0559875
716	0.0435801	0.0363671	0.0447786
717	0.0337761	0.0323616	0.0309208
718	0.0559524	0.0331962	0.0272259
719	0.0280108	0.0301556	0.0246404
720	0.0380785	0.0321718	0.0295596
721	0.0608548	0.0480949	0.0475431
722	0.053422	0.0482252	0.0465363
723	0.050727	0.0469995	0.0452414
